study_hours,sleep_hours,screen_time_hours,mood,days_to_goal
2.5,5.2,5.0,very_low,286
2.4,5.4,4.9,very_low,285
3.2,5.1,4.5,very_low,259
2.8,5.0,4.6,very_low,256
3.3,5.2,4.7,very_low,260
2.9,5.1,5.0,very_low,260
2.5,5.1,4.4,very_low,275
2.6,5.2,5.0,very_low,276
2.8,5.3,4.7,very_low,259
2.9,5.2,4.5,very_low,260
3.0,5.5,4.1,very_low,241
2.6,5.3,4.0,very_low,258
3.4,5.4,4.4,very_low,229
3.2,5.6,4.2,very_low,248
3.1,5.2,3.9,very_low,239
3.4,5.5,4.2,very_low,223
3.3,5.7,4.5,very_low,238
3.3,5.4,4.5,very_low,233
2.9,5.8,4.3,very_low,237
3.0,5.2,3.7,very_low,248
3.4,5.9,3.9,low,210
3.1,5.8,3.8,low,228
3.2,5.3,3.9,very_low,240
3.1,5.9,3.7,low,206
2.9,5.6,3.5,low,213
3.4,5.5,3.8,low,203
3.3,5.9,4.1,low,223
2.7,5.5,3.6,very_low,245
3.4,5.6,3.7,low,216
3.4,5.5,3.4,low,214
3.5,5.8,3.6,low,201
3.2,5.5,3.7,low,223
3.2,5.5,3.6,low,212
3.1,5.8,3.3,low,204
3.4,5.8,3.6,low,217
3.4,6.1,3.4,steady,180
3.1,6.0,3.6,low,223
2.9,5.7,3.3,low,224
2.7,5.9,3.7,very_low,229
2.7,5.7,3.8,very_low,229
2.6,6.2,3.4,low,222
3.0,5.6,4.0,very_low,229
3.3,6.3,4.0,low,200
2.9,6.0,3.4,low,211
3.1,6.1,4.0,low,208
2.6,6.1,4.0,very_low,229
2.9,6.4,3.8,low,207
3.1,6.3,3.7,low,201
2.7,5.8,3.8,very_low,248
3.2,5.8,4.0,low,229
2.8,6.2,4.1,very_low,241
2.6,6.3,4.1,very_low,248
3.1,6.4,3.6,low,207
2.7,6.4,3.8,low,207
2.5,6.0,4.2,very_low,240
3.1,6.2,3.8,low,210
3.2,6.6,3.8,low,202
2.8,6.2,4.3,very_low,240
2.9,6.6,4.1,low,220
3.4,6.4,4.1,low,207
3.0,6.1,4.0,low,215
3.0,6.5,3.8,low,203
2.8,6.3,4.0,very_low,226
3.4,6.7,4.0,low,194
2.9,6.7,4.0,low,209
2.9,6.4,4.1,low,225
3.5,6.2,4.2,low,203
3.3,6.4,4.0,low,201
3.5,6.6,3.6,steady,186
3.6,6.6,3.7,steady,186
3.6,6.3,4.0,low,199
3.1,6.6,3.7,low,204
3.4,6.4,3.9,low,195
3.8,6.8,4.2,steady,168
3.1,7.0,4.1,steady,192
3.9,6.7,3.5,steady,168
3.2,6.4,3.6,low,213
3.6,6.7,3.5,steady,165
3.3,6.6,3.8,low,188
3.9,6.6,3.6,steady,164
3.9,7.1,3.6,focused,145
4.1,6.8,3.0,focused,137
3.9,6.7,3.3,focused,146
3.9,6.9,3.1,focused,147
4.2,6.6,3.3,focused,142
3.7,7.1,3.5,focused,148
4.1,7.2,2.8,strong,130
4.5,6.7,3.1,strong,116
4.4,6.7,3.0,focused,126
3.9,6.8,2.7,focused,135
4.0,7.0,3.0,strong,129
4.0,6.7,2.5,strong,134
4.3,7.2,2.7,strong,120
4.3,7.1,2.6,great,117
4.4,7.2,2.7,great,102
4.5,7.1,2.9,great,110
4.4,7.2,2.7,great,111
4.5,7.3,2.3,great,91
4.6,6.9,2.3,great,92
4.8,7.1,2.1,great,100
4.5,7.3,2.3,great,103
4.7,7.1,2.2,great,92
5.1,7.5,2.0,great,72
4.7,7.1,2.7,great,100
4.7,7.5,2.3,great,93
5.3,7.5,2.6,great,81
5.3,7.0,2.5,great,78
5.3,7.0,1.8,great,87
5.1,7.2,2.4,great,82
5.6,7.1,1.9,great,72
5.0,7.1,1.7,great,83
5.6,7.7,2.4,great,66
5.4,7.7,2.4,great,71
5.6,7.2,2.2,great,65
5.0,7.6,1.8,great,67
5.4,7.6,2.2,great,67
5.9,7.3,1.6,great,68
5.7,7.5,1.6,great,61
5.1,7.2,1.7,great,68
5.2,7.8,2.3,great,80
5.4,7.3,1.8,great,62
5.4,7.6,2.2,great,65
5.5,7.2,2.0,great,81
5.8,7.5,2.1,great,65
5.7,7.9,2.4,great,66
5.8,7.8,2.3,great,74
5.7,7.6,2.1,great,68
6.0,7.4,2.2,great,63
5.5,7.7,2.1,great,68
5.6,7.5,1.9,great,56
5.7,7.8,1.9,great,72
6.0,7.9,2.3,great,58
5.5,7.4,2.0,great,71
5.7,7.7,2.2,great,78
5.7,7.7,1.9,great,74
6.1,8.1,2.1,great,45
5.7,7.7,2.4,great,70
5.8,7.7,2.3,great,68
6.1,8.1,2.3,great,56
5.5,8.1,2.0,great,77
5.4,8.0,2.1,great,58
5.5,7.9,1.9,great,63
6.0,7.8,2.4,great,60
5.3,7.9,2.0,great,69
5.7,8.1,2.0,great,68
5.9,8.0,2.0,great,70
6.1,7.8,2.4,great,62
5.9,7.8,2.0,great,71
5.3,7.9,2.2,great,63
5.5,8.3,2.0,great,65
5.6,8.2,2.0,great,63
5.4,8.3,1.8,great,51
5.9,7.8,2.2,great,54
5.6,8.4,2.5,great,68
5.2,8.0,2.5,great,82
6.0,8.3,2.5,great,56
5.6,8.3,2.3,great,62
5.7,8.1,2.2,great,73
5.6,8.2,2.3,great,74
5.3,8.3,1.9,great,59
6.0,8.0,2.3,great,74
5.1,8.2,2.1,great,67
5.8,8.2,2.1,great,54
6.0,8.1,1.5,great,38
5.6,8.1,1.9,great,60
5.4,7.9,1.4,great,58
5.9,7.9,1.5,great,61
5.5,8.4,1.3,great,50
5.1,8.5,1.2,great,49
5.9,8.2,1.8,great,56
5.5,8.5,1.2,great,50
5.3,8.0,1.2,great,53
5.2,8.0,1.5,great,51
5.7,8.3,0.9,great,53
5.9,8.4,1.5,great,35
5.4,8.0,1.5,great,56
5.9,8.5,0.9,great,37
5.3,8.6,0.8,great,33
5.8,8.6,1.0,great,46
5.5,8.1,0.8,great,57
5.4,8.4,0.9,great,46
6.1,8.2,0.4,great,29
5.6,8.4,0.9,great,32
6.0,8.5,0.3,great,32
6.1,8.5,0.9,great,29
6.0,8.2,0.8,great,33
6.3,8.2,1.0,great,29
5.9,8.2,0.3,great,21
5.7,8.5,0.2,great,21
6.1,8.2,0.1,great,28
6.3,8.5,0.6,great,22
5.9,8.5,0.8,great,35
6.3,8.7,0.2,great,21
5.9,8.2,0.2,great,21
5.9,8.7,0.2,great,21
6.4,8.6,0.3,great,21
6.3,8.2,0.2,great,31
6.4,8.3,0.7,great,27
6.8,8.1,0.6,great,29
0.7,5.3,5.8,very_low,337
1.2,5.1,5.5,very_low,339
1.3,5.4,5.3,very_low,322
1.1,5.4,5.7,very_low,327
0.6,5.3,5.7,very_low,345
0.8,5.2,5.6,very_low,345
1.1,5.3,5.8,very_low,346
1.3,5.4,5.4,very_low,329
1.5,5.3,5.7,very_low,322
1.3,5.5,5.1,very_low,306
1.3,5.4,5.7,very_low,324
1.8,5.7,5.9,very_low,313
1.2,5.2,5.6,very_low,327
1.4,5.5,5.2,very_low,303
1.9,5.2,5.4,very_low,306
1.2,5.7,5.6,very_low,318
1.6,5.7,5.9,very_low,311
2.0,5.4,5.6,very_low,304
2.2,5.6,5.8,very_low,295
1.9,5.1,6.1,very_low,316
2.0,5.3,5.4,very_low,295
2.4,5.5,5.6,very_low,292
1.7,5.6,5.4,very_low,307
2.4,5.1,5.4,very_low,299
1.8,5.5,5.8,very_low,310
2.5,5.2,5.4,very_low,279
2.5,5.3,5.7,very_low,295
1.8,5.8,6.0,very_low,320
1.8,5.3,5.9,very_low,325
2.6,5.8,5.4,very_low,275
1.9,5.7,5.9,very_low,307
2.0,5.6,5.5,very_low,288
2.6,5.4,5.6,very_low,280
2.8,5.6,6.0,very_low,291
2.8,5.7,6.0,very_low,278
2.3,5.5,5.7,very_low,289
2.9,5.7,5.4,very_low,266
2.4,5.7,5.2,very_low,279
2.8,5.3,5.2,very_low,278
2.7,5.7,5.1,very_low,280
2.3,5.6,5.8,very_low,297
2.8,5.5,5.5,very_low,271
2.1,5.5,4.9,very_low,280
3.0,5.9,5.4,very_low,262
2.8,5.9,5.5,very_low,261
2.9,5.6,5.2,very_low,258
2.2,5.6,5.5,very_low,298
2.4,5.7,4.7,very_low,276
2.4,5.4,5.3,very_low,281
2.9,5.3,4.8,very_low,274
2.2,5.4,4.8,very_low,272
2.4,5.5,4.5,very_low,267
2.2,5.5,4.6,very_low,263
3.0,5.5,4.9,very_low,268
2.9,5.7,5.0,very_low,258
2.2,5.4,4.5,very_low,283
2.2,5.4,4.8,very_low,274
2.3,5.9,4.5,very_low,263
2.8,5.8,4.5,very_low,252
2.7,5.5,4.4,very_low,251
2.8,5.8,4.0,very_low,249
2.4,5.8,4.1,very_low,242
2.1,6.0,4.3,very_low,252
2.4,5.6,4.1,very_low,257
2.2,5.7,4.2,very_low,269
2.1,5.4,4.2,very_low,271
2.8,5.8,3.7,very_low,228
2.6,5.5,4.4,very_low,268
2.4,6.0,3.6,very_low,241
2.2,5.9,4.2,very_low,251
2.4,5.4,3.7,very_low,256
2.1,5.7,3.8,very_low,254
2.5,6.0,3.7,very_low,233
2.7,5.5,3.8,very_low,247
2.4,6.1,3.7,very_low,233
2.1,5.5,3.5,very_low,258
2.0,5.9,3.5,very_low,240
2.8,5.9,4.0,very_low,242
2.0,5.6,4.1,very_low,268
2.5,5.9,4.0,very_low,234
2.0,5.6,3.5,very_low,261
2.6,6.0,3.6,very_low,233
2.5,5.9,3.7,very_low,234
2.5,5.6,3.6,very_low,253
2.7,5.9,3.8,very_low,248
2.4,5.6,3.7,very_low,240
2.7,6.1,4.0,very_low,237
2.2,5.6,3.6,very_low,247
2.2,6.0,3.8,very_low,255
2.1,5.8,3.7,very_low,247
2.2,6.1,4.1,very_low,264
2.3,5.8,3.8,very_low,241
2.8,6.0,3.8,very_low,244
2.6,6.0,3.6,very_low,229
2.5,5.7,3.6,very_low,251
2.6,5.8,3.9,very_low,233
3.1,5.6,4.3,very_low,235
2.5,6.2,4.3,very_low,256
2.8,6.2,4.3,very_low,242
3.2,5.6,4.4,very_low,237
3.0,6.0,4.1,very_low,221
2.6,5.7,3.9,very_low,251
2.7,6.2,4.1,very_low,241
3.1,6.3,4.1,low,212
2.9,6.1,4.4,very_low,236
3.3,5.9,4.3,very_low,232
3.1,5.9,4.1,very_low,236
2.8,6.3,3.9,low,228
2.9,6.0,4.5,very_low,234
3.4,6.4,4.0,low,194
3.5,5.8,3.7,low,200
3.7,6.0,4.4,low,214
3.7,6.3,3.7,steady,192
3.5,5.8,3.8,low,209
3.7,6.4,3.8,steady,181
3.3,5.9,4.2,low,224
4.0,6.1,4.4,low,208
4.0,5.8,3.9,steady,179
3.8,5.8,4.1,low,215
4.0,6.2,3.6,steady,179
4.3,6.2,4.0,steady,165
4.2,6.0,3.4,steady,161
4.2,6.0,3.6,steady,161
3.9,6.3,3.3,steady,175
4.3,6.1,3.9,steady,178
4.4,6.2,3.8,steady,174
3.9,6.1,3.3,steady,162
3.9,6.5,3.5,steady,159
4.0,5.9,3.4,steady,174
4.5,6.0,3.6,focused,159
4.7,6.3,3.7,focused,149
4.8,6.3,3.2,strong,127
4.8,6.4,3.4,strong,123
4.5,6.1,3.5,focused,149
4.4,6.4,3.5,focused,155
4.9,6.1,2.9,strong,131
4.6,6.1,3.1,strong,141
4.4,6.1,3.2,focused,149
5.1,6.4,2.8,great,110
5.0,6.6,2.5,great,92
5.1,6.6,2.6,great,89
5.2,6.5,2.4,great,97
4.5,6.5,2.4,great,103
5.0,6.7,2.3,great,95
5.2,6.2,2.8,great,113
4.6,6.2,2.5,great,112
5.1,6.2,2.7,great,107
5.2,6.9,2.3,great,77
4.6,6.2,2.5,great,103
5.3,6.2,2.2,great,103
5.4,6.6,2.0,great,77
5.5,6.3,2.5,great,97
5.0,6.8,2.5,great,99
5.3,6.9,2.1,great,87
5.4,6.6,2.0,great,80
4.9,6.7,1.9,great,94
5.2,6.5,2.2,great,100
4.9,6.9,2.0,great,91
4.8,6.6,1.8,great,91
4.8,6.8,1.7,great,81
5.0,6.6,2.0,great,88
5.2,6.8,2.0,great,86
4.9,6.5,1.9,great,87
5.0,6.9,2.0,great,94
5.4,6.7,1.7,great,83
5.3,6.5,1.9,great,84
5.5,6.9,2.2,great,88
4.7,6.9,2.2,great,106
5.5,6.6,1.8,great,74
4.7,6.6,2.1,great,107
4.8,6.9,2.2,great,82
5.2,6.7,2.5,great,87
5.5,6.9,2.6,great,88
5.0,7.1,2.2,great,77
4.9,6.7,1.9,great,95
5.2,6.8,2.0,great,87
5.2,7.2,2.2,great,75
4.8,7.0,2.5,great,94
5.3,7.1,2.1,great,76
5.3,6.8,2.6,great,101
4.9,7.4,2.3,great,84
5.3,7.3,2.7,great,77
4.9,6.9,2.5,great,93
5.2,7.0,2.8,great,104
4.6,6.9,2.3,great,97
4.8,7.0,2.5,great,104
5.0,7.5,2.6,great,95
4.9,7.2,2.4,great,84
5.4,7.1,2.8,great,89
5.3,6.9,2.6,great,80
5.2,7.0,2.7,great,87
5.4,7.1,2.6,great,83
5.3,7.1,2.3,great,89
4.9,7.1,2.1,great,78
4.6,7.4,2.4,great,100
5.3,7.4,2.5,great,77
5.1,7.5,2.1,great,73
4.9,7.3,2.1,great,95
5.4,7.6,2.7,great,93
5.2,7.4,2.5,great,82
5.0,7.4,2.3,great,84
5.1,7.7,2.5,great,73
4.8,7.7,2.6,great,80
4.8,7.7,1.8,great,69
5.2,7.8,1.9,great,69
5.2,7.7,1.9,great,68
5.6,7.3,2.2,great,72
4.8,7.7,1.7,great,73
5.5,7.4,1.6,great,61
4.9,7.4,1.9,great,88
5.1,7.7,1.6,great,67
5.3,7.9,1.8,great,73
5.3,7.5,1.9,great,84
5.5,7.7,1.3,great,56
5.3,7.7,1.3,great,71
5.7,8.0,1.4,great,53
5.5,8.0,1.7,great,64
5.9,7.7,1.4,great,49
5.6,8.0,1.0,great,52
5.4,7.6,1.5,great,52
5.3,7.6,1.6,great,67
5.5,7.8,1.5,great,50
6.2,7.6,0.9,great,38
5.7,8.1,0.8,great,34
5.7,8.2,0.9,great,50
6.0,7.7,1.0,great,43
6.4,7.9,1.0,great,44
6.2,8.3,1.1,great,31
6.6,7.8,0.7,great,28
6.5,8.4,1.0,great,24
6.0,8.3,1.1,great,45
6.4,8.0,0.5,great,29
6.5,7.8,0.4,great,21
6.6,7.8,0.9,great,30
7.0,8.2,0.3,great,21
6.6,8.5,0.8,great,21
6.4,8.4,0.5,great,23
6.7,8.5,0.5,great,21
7.0,8.5,0.6,great,21
6.9,8.4,0.7,great,21
7.1,8.5,0.2,great,21
6.6,8.5,0.5,great,21
7.0,8.1,0.5,great,21
7.2,8.6,0.5,great,21
7.4,8.7,0.8,great,21
7.4,8.6,0.3,great,21
7.4,8.3,0.5,great,21
6.8,8.5,0.1,great,21
6.9,8.5,0.5,great,21
7.6,8.5,0.2,great,21
1.6,5.6,5.3,very_low,307
1.4,5.4,5.9,very_low,330
1.9,5.3,5.7,very_low,312
1.2,5.5,5.4,very_low,307
1.5,5.2,5.7,very_low,334
2.1,5.4,5.6,very_low,290
2.0,5.5,5.6,very_low,308
1.8,5.1,5.8,very_low,309
1.8,5.4,5.5,very_low,310
2.2,5.2,5.7,very_low,311
1.5,5.7,6.0,very_low,327
2.1,5.3,5.6,very_low,313
1.5,5.7,6.0,very_low,319
1.6,5.5,6.0,very_low,330
1.7,5.8,6.0,very_low,322
1.6,5.7,5.4,very_low,309
2.0,5.6,6.1,very_low,309
2.4,5.3,6.2,very_low,305
1.7,5.3,5.6,very_low,316
2.3,5.8,5.4,very_low,295
1.9,5.3,5.9,very_low,305
2.1,5.3,6.0,very_low,301
1.9,5.4,5.9,very_low,306
2.1,5.6,5.7,very_low,291
2.2,5.5,5.6,very_low,285
2.0,5.6,5.6,very_low,292
2.2,5.7,5.5,very_low,289
2.3,5.8,5.8,very_low,290
2.0,5.4,6.0,very_low,318
2.3,6.0,6.1,very_low,308
2.0,6.1,5.3,very_low,292
1.5,6.1,5.8,very_low,304
2.4,5.6,5.6,very_low,280
1.6,6.1,5.5,very_low,311
1.7,6.1,5.5,very_low,297
2.3,5.8,5.3,very_low,294
2.3,6.0,5.1,very_low,266
1.8,5.7,5.4,very_low,307
2.3,5.7,5.4,very_low,287
2.3,5.8,5.1,very_low,276
2.2,5.9,5.1,very_low,281
2.1,5.7,5.3,very_low,278
2.2,5.8,4.8,very_low,281
1.8,5.8,4.8,very_low,283
2.0,6.2,5.0,very_low,277
2.2,6.3,5.2,very_low,274
1.8,6.3,4.6,very_low,279
2.0,6.3,5.2,very_low,282
2.1,5.7,4.6,very_low,274
2.2,5.8,4.8,very_low,279
1.8,6.2,4.8,very_low,271
1.7,6.3,5.0,very_low,284
2.1,6.3,4.4,very_low,263
1.6,5.8,4.3,very_low,284
2.2,5.8,4.7,very_low,273
2.0,6.1,4.6,very_low,281
1.8,6.3,4.3,very_low,275
1.6,6.1,4.6,very_low,272
2.1,6.0,3.9,very_low,254
1.5,6.4,4.0,very_low,267
1.7,5.9,4.6,very_low,285
2.0,5.8,4.0,very_low,273
2.3,6.3,4.0,very_low,236
1.5,6.3,4.4,very_low,265
2.0,6.1,4.0,very_low,255
2.0,5.9,4.1,very_low,268
1.7,6.2,4.1,very_low,259
2.0,5.9,3.7,very_low,264
1.6,6.1,3.6,very_low,263
2.2,6.4,3.9,very_low,255
2.1,6.4,3.9,very_low,241
1.7,6.6,3.8,very_low,258
2.1,6.4,4.0,very_low,243
2.1,6.3,3.8,very_low,254
2.5,6.5,3.8,very_low,229
1.9,6.6,3.8,very_low,244
2.0,6.5,4.0,very_low,238
2.4,6.2,4.1,very_low,257
1.9,6.4,4.2,very_low,258
2.4,6.3,3.6,very_low,238
2.8,6.4,4.0,low,211
2.8,6.3,3.9,low,219
2.7,6.6,3.9,low,221
2.1,6.5,4.1,very_low,256
2.5,6.5,4.2,very_low,244
3.0,6.6,3.9,low,214
2.6,6.4,3.6,low,222
2.5,6.7,3.7,low,223
3.1,6.3,3.7,low,208
2.8,6.4,3.7,low,222
3.0,6.2,3.8,low,225
3.1,6.6,4.3,low,221
3.3,6.3,4.4,low,217
3.5,6.5,3.8,steady,183
2.9,6.6,4.4,very_low,224
3.4,6.7,4.5,low,201
3.7,6.4,4.5,low,198
3.7,6.3,4.3,low,199
3.5,6.7,3.8,steady,190
3.8,6.3,4.3,low,197
3.1,6.6,4.2,low,223
3.9,6.6,3.8,steady,168
3.6,6.7,4.4,low,195
3.4,6.6,3.9,low,202
3.7,6.6,4.5,low,193
3.7,6.6,3.8,steady,179
4.0,6.6,4.0,steady,162
4.2,6.4,4.0,steady,167
3.9,6.5,4.0,steady,168
4.2,6.5,4.4,steady,186
4.0,6.8,4.1,steady,166
4.0,6.9,3.7,steady,174
3.9,6.9,4.2,steady,179
3.8,6.9,4.2,steady,167
4.0,6.6,4.1,steady,186
3.9,6.7,3.9,steady,162
4.5,6.4,3.9,focused,146
4.0,6.9,3.9,steady,175
4.2,6.4,3.5,focused,149
4.6,6.9,3.7,strong,119
4.2,6.9,3.7,focused,155
4.4,6.6,3.5,focused,136
4.4,6.6,3.5,focused,150
4.6,6.7,3.5,strong,132
4.9,6.9,3.4,strong,125
4.6,6.5,3.2,strong,139
4.9,7.0,3.7,great,113
4.4,6.5,3.6,focused,157
4.2,6.9,3.2,focused,133
4.7,6.5,3.6,strong,124
4.9,7.0,3.4,great,117
4.9,6.4,2.7,great,105
4.2,6.5,3.2,focused,148
4.3,6.5,2.9,focused,147
4.6,6.7,3.0,strong,134
4.6,6.8,3.2,strong,135
4.4,6.7,3.0,focused,133
5.0,6.9,2.5,great,83
4.5,6.8,2.9,strong,112
4.5,6.6,3.1,strong,128
4.9,6.6,2.7,great,113
4.8,6.6,2.2,great,92
4.3,7.0,2.2,great,98
4.2,6.7,2.1,strong,107
4.4,6.6,2.2,strong,120
4.6,6.5,2.2,great,103
4.6,6.5,2.4,great,114
4.9,6.8,2.2,great,99
4.5,6.9,2.3,great,98
4.9,7.1,2.2,great,92
4.6,7.0,2.4,great,98
4.9,6.9,2.5,great,94
4.6,6.6,2.2,great,93
4.5,6.6,2.4,great,100
4.8,7.0,2.6,great,102
4.9,7.2,2.6,great,91
4.2,6.9,2.3,strong,120
4.7,7.1,2.6,great,105
4.7,7.0,2.3,great,99
4.2,6.9,2.0,great,96
4.6,7.0,2.0,great,94
4.8,6.7,2.3,great,94
4.4,6.9,2.4,strong,119
4.8,6.7,2.5,great,97
4.8,7.0,2.1,great,84
4.7,7.1,2.4,great,101
4.2,6.9,2.5,strong,129
4.4,6.7,2.0,great,91
4.0,6.8,2.6,focused,136
4.5,7.0,2.0,great,94
4.8,6.8,2.4,great,100
4.8,6.8,2.1,great,101
4.7,6.7,2.6,great,103
4.7,7.2,2.5,great,89
4.8,6.8,2.5,great,103
4.9,7.3,2.5,great,92
4.6,6.9,2.2,great,103
4.7,6.9,2.5,great,93
4.7,6.9,2.1,great,102
4.8,7.4,2.7,great,89
4.4,6.9,2.9,strong,125
4.9,7.3,2.6,great,84
4.3,7.3,2.3,great,94
4.9,7.3,2.8,great,86
4.4,7.1,2.8,strong,122
4.8,7.0,2.1,great,86
4.7,7.2,2.7,great,93
4.9,6.9,2.1,great,88
4.8,6.9,2.6,great,90
5.3,6.9,2.1,great,75
4.6,6.9,2.2,great,102
5.1,7.1,2.4,great,93
4.6,7.2,2.6,great,90
4.7,7.1,2.1,great,83
4.7,7.3,2.3,great,98
5.3,7.5,2.6,great,95
4.9,7.3,2.5,great,81
5.3,7.1,2.2,great,83
5.4,7.2,2.6,great,93
5.6,6.9,2.4,great,77
5.0,7.1,2.4,great,95
5.6,7.0,2.0,great,62
5.6,7.6,1.8,great,60
5.2,7.5,2.1,great,83
5.5,7.6,2.2,great,81
5.3,7.4,2.0,great,83
5.5,7.4,1.9,great,61
5.9,7.3,1.4,great,46
6.3,7.0,1.6,great,53
5.8,7.2,1.6,great,57
6.3,7.1,1.3,great,60
6.4,7.5,1.2,great,53
6.4,7.3,1.4,great,39
5.9,7.3,1.1,great,53
5.8,7.5,1.8,great,61
6.5,7.0,1.1,great,34
6.1,7.5,1.6,great,50
6.1,7.6,1.5,great,55
6.5,7.2,1.4,great,41
6.2,7.2,1.2,great,58
6.4,7.4,1.4,great,49
6.4,7.7,0.9,great,24
6.5,7.6,1.4,great,39
6.6,7.2,0.7,great,32
6.3,7.7,0.7,great,32
6.4,7.5,1.1,great,47
6.8,7.2,0.4,great,34
7.1,7.6,0.5,great,21
7.1,7.2,0.5,great,21
6.9,7.6,1.0,great,32
6.9,7.3,0.3,great,25
7.4,7.7,0.6,great,21
6.6,7.6,0.4,great,23
6.8,7.3,0.3,great,30
6.9,7.6,0.4,great,21
7.3,7.4,0.8,great,21
7.2,7.4,0.6,great,21
7.0,7.6,0.5,great,21
6.7,7.4,0.2,great,21
7.3,7.9,0.3,great,21
7.5,8.0,0.5,great,21
7.1,7.6,0.8,great,21
7.3,7.7,0.8,great,22
7.2,7.4,1.0,great,23
7.2,7.6,0.5,great,21
7.5,8.0,0.3,great,21
7.4,7.5,0.4,great,21
7.4,7.9,0.7,great,22
6.9,8.0,0.9,great,31
7.4,7.7,0.3,great,21
1.9,4.3,5.9,very_low,321
1.5,4.7,6.0,very_low,333
1.7,4.9,6.1,very_low,329
1.5,5.0,5.9,very_low,334
1.2,4.8,5.9,very_low,350
1.3,4.8,5.6,very_low,331
1.3,4.5,5.6,very_low,333
1.0,4.7,5.6,very_low,336
1.1,4.7,5.6,very_low,346
1.8,4.9,5.9,very_low,326
1.8,5.2,5.8,very_low,305
1.6,5.1,5.6,very_low,318
1.8,5.0,5.5,very_low,313
1.4,5.1,5.9,very_low,324
1.0,4.6,5.6,very_low,348
0.9,5.1,6.0,very_low,338
1.7,5.2,6.3,very_low,338
1.1,5.1,6.1,very_low,346
1.4,5.2,6.1,very_low,333
1.0,4.7,6.3,very_low,365
1.5,5.0,6.0,very_low,344
1.7,5.0,6.1,very_low,338
1.7,5.3,6.2,very_low,322
1.0,5.2,5.8,very_low,348
1.1,5.1,6.2,very_low,348
1.2,5.1,5.7,very_low,321
1.0,5.3,5.6,very_low,322
1.2,5.1,5.4,very_low,334
1.6,5.1,5.4,very_low,317
0.9,5.3,5.3,very_low,320
1.6,5.3,5.7,very_low,325
1.3,5.1,5.9,very_low,326
1.5,5.1,5.9,very_low,333
1.6,5.3,5.1,very_low,294
1.1,5.4,5.3,very_low,328
1.5,5.2,5.3,very_low,303
1.6,5.4,5.1,very_low,298
1.7,5.4,5.3,very_low,301
1.2,5.1,5.6,very_low,332
1.6,5.5,5.3,very_low,298
1.5,5.6,5.5,very_low,316
1.2,5.5,5.0,very_low,304
1.2,5.5,4.6,very_low,300
1.2,5.1,4.6,very_low,309
1.1,5.2,5.3,very_low,321
1.7,5.7,4.8,very_low,290
1.1,5.5,4.8,very_low,315
1.3,5.5,4.7,very_low,301
1.6,5.8,4.4,very_low,275
1.6,5.9,4.8,very_low,287
1.7,5.5,4.6,very_low,277
1.5,5.4,4.8,very_low,301
1.9,5.8,4.3,very_low,276
1.8,5.8,4.8,very_low,293
2.0,5.4,4.1,very_low,275
2.2,5.6,4.7,very_low,264
1.6,5.7,3.9,very_low,268
2.2,5.4,4.0,very_low,272
1.7,5.6,3.9,very_low,262
1.6,5.6,3.8,very_low,264
1.8,5.4,4.2,very_low,275
1.7,6.0,4.1,very_low,278
2.4,6.0,3.8,very_low,238
2.2,6.0,4.1,very_low,255
2.7,6.0,4.3,very_low,244
2.3,5.6,3.7,very_low,246
2.4,6.2,4.2,very_low,256
2.5,6.2,4.1,very_low,254
2.5,6.0,4.0,very_low,251
2.3,6.3,3.9,very_low,245
2.5,6.3,3.9,very_low,233
3.0,5.7,3.8,very_low,227
2.5,6.1,3.6,very_low,238
3.0,6.2,3.6,low,215
2.8,6.0,4.1,very_low,235
3.0,6.0,3.6,low,204
3.1,5.8,4.2,very_low,237
3.2,6.3,3.8,low,202
2.9,6.3,3.7,low,214
2.9,6.1,3.7,low,216
2.7,6.2,4.2,very_low,235
2.9,6.2,4.1,very_low,224
3.1,6.1,4.0,low,225
3.5,6.4,4.1,low,201
3.3,5.9,4.3,very_low,225
3.0,6.5,4.0,low,210
3.3,6.5,4.0,low,213
3.5,6.5,4.0,low,194
3.3,6.5,4.4,low,202
3.2,6.6,4.1,low,214
3.9,6.6,4.5,low,190
3.6,6.5,3.9,steady,182
3.5,6.5,4.0,low,188
3.9,6.5,4.0,steady,170
3.5,6.3,4.6,low,223
3.7,6.7,4.4,low,198
3.7,6.7,4.4,low,196
3.5,6.3,4.4,low,201
3.8,6.8,4.3,steady,193
3.9,6.5,4.2,steady,172
4.2,6.9,3.9,steady,161
4.0,6.5,4.4,low,206
3.6,6.8,4.0,steady,183
4.4,6.6,4.5,steady,162
4.3,6.6,4.6,steady,177
3.8,6.4,4.4,low,191
4.2,7.0,3.8,focused,148
3.8,6.9,4.1,steady,169
3.9,6.8,4.0,steady,179
3.7,6.7,4.5,low,204
3.9,6.6,4.1,steady,174
3.7,6.8,4.2,steady,183
4.4,6.7,4.2,steady,176
3.7,6.9,3.9,steady,170
4.0,6.9,3.8,steady,156
3.8,7.1,3.5,focused,163
3.8,7.0,3.7,focused,163
4.2,7.0,4.1,focused,158
4.2,7.1,3.4,strong,131
4.3,7.1,3.4,strong,125
4.2,7.1,3.6,focused,132
4.4,7.0,3.4,strong,120
3.7,6.9,3.6,steady,173
3.6,7.2,3.5,focused,154
3.8,6.6,3.2,focused,159
3.6,7.1,3.5,focused,152
4.2,7.0,2.9,strong,128
3.7,7.2,3.5,focused,143
4.3,7.3,3.3,strong,132
